equipment_names,equipment_urls
Boss TU-12 Chromatic Tuner,/items/boss-tu-12-chromatic-tuner
Boss TU-12H Chromatic Tuner,/items/boss-tu-12h-chromatic-tuner
Boss TU-2 Chromatic Tuner,/items/boss-tu-2-chromatic-tuner
Boss TU-3 Chromatic Tuner,/items/boss-tu-3-chromatic-tuner
Boss TU-6 Guitar/Bass Auto Tuner,/items/boss-tu-6-guitar-bass-auto-tuner
Boss TW-1 TWah Pedal,/items/boss-tw-1-twah-pedal
Boss Tuner App,/items/boss-tuner-app
Boss VB-2 Vibrato Guitar Effect Pedal,/items/boss-vb-2-vibrato-guitar-effect-pedal
Boss VE-20 Vocal Performer Twin Pedal,/items/boss-ve-20-vocal-performer-twin-pedal
Boss eBand JS-10 Audio Player with Guitar Effects,/items/boss-eband-js-10-audio-player-with-guitar-effects
Boss eBand JS-8 Audio Player with Guitar Effects,/items/boss-eband-js-8-audio-player-with-guitar-effects
Boss od-2,/items/boss-od-2
Bright Onion True Bypass Looper,/items/bright-onion-true-bypass-looper
British Pedal Company 50th Anniversary MKI Tone Bender,/items/british-pedal-company-50th-anniversary-mki-tone-bender
Broadcast Hard On,/items/broadcast-hard-on
Bss DPR-404,/items/bss-dpr-404
Budda BudWah Wah Pedal,/items/budda-budwah-wah-pedal
Budda Budwah,/items/budda-budwah
Budda Karma Chorus Guitar Pedal,/items/budda-karma-chorus-guitar-pedal
Budda OM Overdrive Guitar Pedal,/items/budda-om-overdrive-guitar-pedal
Budda Samsara Delay Guitar Effects Pedal,/items/budda-samsara-delay-guitar-effects-pedal
Budda Zenman Overdrive Guitar Pedal,/items/budda-zenman-overdrive-guitar-pedal
Buddha Phatman Zen,/items/buddha-phatman-zen
Buffalo Audio White Pony,/items/buffalo-audio-white-pony
Buffalo FX 18v Power Booster,/items/buffalo-fx-18v-power-booster
Buffalo FX Germanium Fuzz.,/items/buffalo-fx-germanium-fuzz
Burkley Flatliner Six,/items/burkley-flatliner-six
CAE Amp Switcher,/items/cae-amp-switcher
CAE Line Mixer,/items/cae-line-mixer
CFD Twinlight,/items/cfd-twinlight
CIOKS AC-8,/items/cioks-ac-8
CIOKS DC10 Power Supply,/items/cioks-dc10-power-supply
CKK Electronic Space Station Delay/Reverb Pedal,/items/ckk-electronic-space-station-delay-reverb-pedal
CMATMODS Deluxe Signa Comp,/items/cmatmods-deluxe-signa-comp
CMATMODS Signa Drive,/items/cmatmods-signa-drive
CWS004 Boost/Overdrive Pedal,/items/cws004-boost-overdrive-pedal
CWS006 Tremolo/Boost,/items/cws006-tremolo-boost
CWS008 Boost,/items/cws008-boost
Caline Orange Burst Overdrive,/items/caline-orange-burst-overdrive
Cameltone Big Stuff,/items/cameltone-big-stuff
Cameltone Nard,/items/cameltone-nard
Carl Martin 3 Band Parametric Pre-Amp,/items/carl-martin-3-band-parametric-pre-amp
Carl Martin AC-Tone,/items/carl-martin-ac-tone
Carl Martin AC-Tone Single Channel,/items/carl-martin-ac-tone-single-channel
Carl Martin Big John Power Supply,/items/carl-martin-big-john-power-supply
Carl Martin Buff Deluxe,/items/carl-martin-buff-deluxe
Carl Martin Chorus xII,/items/carl-martin-chorus-xii
Carl Martin Compressor/Limiter Pedal,/items/carl-martin-compressor-limiter-pedal
Carl Martin DC Drive,/items/carl-martin-dc-drive
Carl Martin DelayLa XL,/items/carl-martin-delayla-xl
Carl Martin Dizzy Drive,/items/carl-martin-dizzy-drive
Carl Martin Echotone,/items/carl-martin-echotone
Carl Martin Headroom,/items/carl-martin-headroom
Carl Martin Hot Drive 'n' Boost,/items/carl-martin-hot-drive-n-boost
Carl Martin Hydra Boost,/items/carl-martin-hydra-boost
Carl Martin Octa-Switch MK2,/items/carl-martin-octa-switch-mk2
Carl Martin Octa-Switch MK3 Multi-Effects Looper,/items/carl-martin-octa-switch-mk3-multi-effects-looper
Carl Martin Paraloop Guitar Effects Pedal,/items/carl-martin-paraloop-guitar-effects-pedal
Carl Martin PlexiTone,/items/carl-martin-plexitone
Carl Martin PlexiTone single channel,/items/carl-martin-plexitone-single-channel
Carl Martin Quattro,/items/carl-martin-quattro
Carl Martin Surf Trem,/items/carl-martin-surf-trem
Carl Martin The Fuzz,/items/carl-martin-the-fuzz
Carl Martin TremO´vibe,/items/carl-martin-tremo-vibe
Carl Martin Two Faze Phaser,/items/carl-martin-two-faze-phaser
Carlin Compressor,/items/carlin-compressor
Caroline Guitar Company Kilobyte Lo Fi Delay Pedal,/items/caroline-guitar-company-kilobyte-lo-fi-delay-pedal
Caroline Guitar Company Lo-Fi Météore Reverb,/items/caroline-guitar-company-lo-fi-meteore-reverb
Caroline Haymaker Dynamic Drive,/items/caroline-haymaker-dynamic-drive
Catalinbread 5f6,/items/catalinbread-5f6
Catalinbread Adineko Oil Can Delay,/items/catalinbread-adineko-oil-can-delay
Catalinbread Antichthon Fuzz Tremolo,/items/catalinbread-antichthon-fuzz-tremolo
Catalinbread Bell Epoch,/items/catalinbread-bell-epoch
Catalinbread Callisto,/items/catalinbread-callisto
Catalinbread Dirty Little Secret MKIII,/items/catalinbread-dirty-little-secret-mkiii
Catalinbread Echorec,/items/catalinbread-echorec
Catalinbread Formula No. 5,/items/catalinbread-formula-no-5
Catalinbread Karma Suture,/items/catalinbread-karma-suture
Catalinbread Montavillian,/items/catalinbread-montavillian
Catalinbread Octapussy Octave Fuzz,/items/catalinbread-octapussy-octave-fuzz
Catalinbread Ottava Magus,/items/catalinbread-ottava-magus
Catalinbread Pareidolia,/items/catalinbread-pareidolia
Catalinbread Royal Albert Hall (RAH),/items/catalinbread-royal-albert-hall-rah
Catalinbread SFT,/items/catalinbread-sft
Catalinbread Sabbra cadabbra,/items/catalinbread-sabbra-cadabbra
Catalinbread Semaphore Tremolo,/items/catalinbread-semaphore-tremolo
Catalinbread Super Chili Picoso,/items/catalinbread-super-chili-picoso
Catalinbread Talisman,/items/catalinbread-talisman
Catalinbread Topanga Spring Reverb,/items/catalinbread-topanga-spring-reverb
Catalinbread V8 Fuzz Tone Engine Effects Pedal,/items/catalinbread-v8-fuzz-tone-engine-effects-pedal
Catalinbread Valcoder Effects Pedal,/items/catalinbread-valcoder-effects-pedal
Catalinbread Zero Point Effects Pedal,/items/catalinbread-zero-point-effects-pedal
Celestion Alnico Blue Speaker,/items/celestion-alnico-blue-speaker
Celestion G12 Century Vintage,/items/celestion-g12-century-vintage
Celestion G1265 Vintage Guitar Speaker,/items/celestion-g1265-vintage-guitar-speaker
Celestion G12H Anniversary,/items/celestion-g12h-anniversary
Celestion G12L-35,/items/celestion-g12l-35
"Celestion G12M Greenback 12"" 25-Watt Speaker 8 Ohm",/items/celestion-g12m-greenback-12-25-watt-speaker-8-ohm
Celestion G12T-75 75-Watt Guitar Speaker,/items/celestion-g12t-75-75-watt-guitar-speaker
"Celestion Heritage G12-65 65W, 12"" Vintage Guitar Speaker",/items/celestion-heritage-g12-65-65w-12-vintage-guitar-speaker
Celestion Seventy 80,/items/celestion-seventy-80
Celestion Vintage 30,/items/celestion-vintage-30
Chadderbox Louder/Louder,/items/chadderbox-louder-louder
Chandler Limited Little Devil Colored Boost Pedal,/items/chandler-limited-little-devil-colored-boost-pedal
Chandler Tube Driver Rack,/items/chandler-tube-driver-rack
Chandler Tube Driver Tube Overdrive Pedal,/items/chandler-tube-driver-tube-overdrive-pedal
Chase Bliss Audio Gravitas Analog Tremolo,/items/chase-bliss-audio-gravitas-analog-tremolo
Chase Bliss Audio Spectre Analog TZ Flanger,/items/chase-bliss-audio-spectre-analog-tz-flanger
Chase Bliss Audio Tonal Recall Analog Delay,/items/chase-bliss-audio-tonal-recall-analog-delay
Chase Bliss Audio Warped Vinyl,/items/chase-bliss-audio-warped-vinyl
Chase Bliss Audio Warped Vinyl MKII Analog Vibrato/Chorus,/items/chase-bliss-audio-warped-vinyl-mkii-analog-vibrato-chorus
Chewie 2,/items/chewie-2
Chewie Monsta Looper,/items/chewie-monsta-looper
Chicago Iron Octavian,/items/chicago-iron-octavian
Chicago Iron Parachute Wah,/items/chicago-iron-parachute-wah
Chuck Collins Interfax Harmonic Percolator Fuzz,/items/chuck-collins-interfax-harmonic-percolator-fuzz
Circus Freak Pickled Punk Distortion Pedal,/items/circus-freak-pickled-punk-distortion-pedal
Circus Freak The Bearded Lady Fuzz Effects Pedal,/items/circus-freak-the-bearded-lady-fuzz-effects-pedal
Circus Freak The Lion Tamer,/items/circus-freak-the-lion-tamer
Circus Freak The Tattooed Lady Overdrive Effects Pedal,/items/circus-freak-the-tattooed-lady-overdrive-effects-pedal
Classic Audio Effects Passive Volume Roller G2,/items/classic-audio-effects-passive-volume-roller-g2
Clearsonic JB-4 Joe Bonamassa Signature Model Amp Shield,/items/clearsonic-jb-4-joe-bonamassa-signature-model-amp-shield
Cluster Heaven & Hell,/items/cluster-heaven-hell
Cluster Ithaca-26,/items/cluster-ithaca-26
Cluster Mask-5,/items/cluster-mask-5
Cluster Pulstar-43,/items/cluster-pulstar-43
Cluster Spiral-48,/items/cluster-spiral-48
Cluster Spirit-92,/items/cluster-spirit-92
Cluster StarFox-88,/items/cluster-starfox-88
Cluster Tsunami-9,/items/cluster-tsunami-9
Cluster UPS-10,/items/cluster-ups-10
Colorsound 'Yellow Tonebender' Limited Edition,/items/colorsound-yellow-tonebender-limited-edition
Colorsound Fuzz Box,/items/colorsound-fuzz-box
Colorsound Octivider,/items/colorsound-octivider
Colorsound Overdriver,/items/colorsound-overdriver
Colorsound Tonebender,/items/colorsound-tonebender
Colorsound Wah Wah,/items/colorsound-wah-wah
Colorsound by Sola Sound Supa Tonebender,/items/colorsound-by-sola-sound-supa-tonebender
Conn ST-11 Strobotuner,/items/conn-st-11-strobotuner
Coolpedals Dirty Devil,/items/coolpedals-dirty-devil
Coopersonic The Repeater,/items/coopersonic-the-repeater
Coopersonic Valveslapper Guitar Effects Pedal,/items/coopersonic-valveslapper-guitar-effects-pedal--2
Cordial Cables,/items/cordial-cables
Cornish NG-2 Fuzz pedal,/items/cornish-ng-2-fuzz-pedal
Crazy Tube Circuits Stardust Blackface,/items/crazy-tube-circuits-stardust-blackface
Crazy Tube Circuits Starlight,/items/crazy-tube-circuits-starlight
Crazy Tube Circuits Vyagra Boost,/items/crazy-tube-circuits-vyagra-boost
Creation Audio Labs MK 4.23 Zen Boost,/items/creation-audio-labs-mk-4-23-zen-boost
Creation Audio Labs Mark 4:23 Boost,/items/creation-audio-labs-mark-4-23-boost
Crews Maniac Sound QUADRIVE,/items/crews-maniac-sound-quadrive
Crown W-Fuzz,/items/crown-w-fuzz
Crowther Audio Prunes & Custard,/items/crowther-audio-prunes-custard
Crowther Double Hotcake Overdrive Effects Pedal,/items/crowther-double-hotcake-overdrive-effects-pedal
Crowther Hotcake,/items/crowther-hotcake
Crumar Bassman,/items/crumar-bassman
Cruzer by Crafter Analog Delay,/items/cruzer-by-crafter-analog-delay
Cult Germanium Overdrive,/items/cult-germanium-overdrive
Cusack Music More Louder Boost,/items/cusack-music-more-louder-boost
Cusack Screamer Fuzz Pedal,/items/cusack-screamer-fuzz-pedal
Cusack Screamer V2 Overdrive Pedal,/items/cusack-screamer-v2-overdrive-pedal
Cusack Tap-a-Delay,/items/cusack-tap-a-delay
Cusack Tap-a-Whirl Tremolo Pedal,/items/cusack-tap-a-whirl-tremolo-pedal
Cusack Tremolo AME,/items/cusack-tremolo-ame
Custom Audio Electronics 4x4 Audio Controller,/items/custom-audio-electronics-4x4-audio-controller
Custom Audio Electronics Japan Twin Tremolo Pedal,/items/custom-audio-electronics-japan-twin-tremolo-pedal
Custom Audio Electronics Power Supply,/items/custom-audio-electronics-power-supply
Custom Audio Electronics RS-10 MKII,/items/custom-audio-electronics-rs-10-mkii
Custom Audio Electronics RS-5 MIDI Foot Controller,/items/custom-audio-electronics-rs-5-midi-foot-controller
Custom Audio Electronics RS-T MIDI Foot Controller,/items/custom-audio-electronics-rs-t-midi-foot-controller
Custom Zap Pedal,/items/custom-zap-pedal
Custom built Six Organs pedal by Bill Skibbe,/items/custom-built-six-organs-pedal-by-bill-skibbe
D'Amico Efectos Nodriza,/items/d-amico-efectos-nodriza
D*A*M Colorsound Sola Sound MK 1.5 Vintage Tonebender Fuzz Pedal,/items/d-a-m-colorsound-sola-sound-mk-1-5-vintage-tonebender-fuzz-pedal
D*A*M Red Rooster,/items/d-a-m-red-rooster
D. Scientist Sunny Day Delay,/items/d-scientist-sunny-day-delay
DBX 166A Dynamics Processor,/items/dbx-166a-dynamics-processor
DBX 800 Series Two-Module Frame FS900,/items/dbx-800-series-two-module-frame-fs900
DLS RotoSIM,/items/dls-rotosim
DOD 440 Envelope Filter,/items/dod-440-envelope-filter
DOD Analog Delay,/items/dod-analog-delay
DOD Bifet Boost 410 (2014),/items/dod-bifet-boost-410-2014
DOD Buzz Box FX33,/items/dod-buzz-box-fx33
DOD Chain Reaction,/items/dod-chain-reaction
DOD Compressor 280 (2014),/items/dod-compressor-280-2014
DOD Envelope Filter 440  (2014),/items/dod-envelope-filter-440-2014
DOD FX-17 Wah-Volume Pedal,/items/dod-fx-17-wah-volume-pedal
DOD FX13 Gonkulator Modulator Pedal,/items/dod-fx13-gonkulator-modulator-pedal
DOD FX25 Envelope Filter Pedal,/items/dod-fx25-envelope-filter-pedal
DOD FX25B Envelope Filter,/items/dod-fx25b-envelope-filter
DOD FX32 Meat Box Guitar Effects Pedal,/items/dod-fx32-meat-box-guitar-effects-pedal
DOD FX35 Octoplus,/items/dod-fx35-octoplus
DOD FX40B Equalizer Pedal,/items/dod-fx40b-equalizer-pedal
DOD FX55B Supra Distortion Pedal,/items/dod-fx55b-supra-distortion-pedal
DOD FX65 Stereo Chorus,/items/dod-fx65-stereo-chorus
DOD FX69 Grunge,/items/dod-fx69-grunge
DOD FX90 Delay,/items/dod-fx90-delay
DOD FX92 Bass Grunge,/items/dod-fx92-bass-grunge
DOD Flanger 670 Guitar Effect Pedal,/items/dod-flanger-670-guitar-effect-pedal
DOD Gonkulator Ring Modulator,/items/dod-gonkulator-ring-modulator
DOD Graphic Equalizer,/items/dod-graphic-equalizer
DOD Overdrive Preamp 250 Guitar Pedal,/items/dod-overdrive-preamp-250-guitar-pedal
DOD Phasor 201,/items/dod-phasor-201
DOD Stereo Chorus 565 Performer,/items/dod-stereo-chorus-565-performer
DOD Stereo Flanger,/items/dod-stereo-flanger
DOD VoFX Vocal FX Processor,/items/dod-vofx-vocal-fx-processor
DOD/SHOE Looking Glass Overdrive,/items/dod-shoe-looking-glass-overdrive
Dallas Rangemaster,/items/dallas-rangemaster
Dan Armstrong Orange Squeezer Compressor,/items/dan-armstrong-orange-squeezer-compressor
Dan'Amp Tremolo Lux,/items/dan-amp-tremolo-lux
Dan'amp Toxi Drive,/items/dan-amp-toxi-drive
Danelectro Back Talk Reverse Delay,/items/danelectro-back-talk-reverse-delay
Danelectro Black Liquorice - Beyond Metal,/items/danelectro-black-liquorice-beyond-metal
Danelectro Cool Cat Chorus,/items/danelectro-cool-cat-chorus
Danelectro DD-1 Fab Tone Distortion Pedal,/items/danelectro-dd-1-fab-tone-distortion-pedal--2
Danelectro DE-1 Dan-Echo Delay,/items/danelectro-de-1-dan-echo-delay
Danelectro DJ17 PB & J,/items/danelectro-dj17-pb-j
Danelectro DM-25,/items/danelectro-dm-25
Danelectro DSR-1 Spring King Effect Pedal,/items/danelectro-dsr-1-spring-king-effect-pedal
Danelectro Daddy O. Overdrive Pedal,/items/danelectro-daddy-o-overdrive-pedal
Danelectro FAB Chorus,/items/danelectro-fab-chorus
Danelectro FAB Delay Pedal,/items/danelectro-fab-delay-pedal
Danelectro FAB Echo,/items/danelectro-fab-echo
Danelectro Fab Distortion,/items/danelectro-fab-distortion
Danelectro Fab Flange Effect Pedal,/items/danelectro-fab-flange-effect-pedal
Danelectro French Toast,/items/danelectro-french-toast
Danelectro Hashbrown Flanger,/items/danelectro-hashbrown-flanger
Danelectro Pastrami Overdrive,/items/danelectro-pastrami-overdrive
Danelectro Psycho Flange,/items/danelectro-psycho-flange
Danelectro Reel Echo Tape Simulator Pedal,/items/danelectro-reel-echo-tape-simulator-pedal
Danelectro Wasabi Delay,/items/danelectro-wasabi-delay
Darkglass Electronics Duality Dual Fuzz Engine,/items/darkglass-electronics-duality-dual-fuzz-engine
Darkglass Electronics Microtubes B3K CMOS Bass Overdrive,/items/darkglass-electronics-microtubes-b3k-cmos-bass-overdrive
Darkglass Electronics Microtubes B7K Analog Bass Preamp Pedal,/items/darkglass-electronics-microtubes-b7k-analog-bass-preamp-pedal
Darkglass Electronics Vintage Deluxe,/items/darkglass-electronics-vintage-deluxe
Dawner Prince Boonar Multi-Head Drum Echo,/items/dawner-prince-boonar-multi-head-drum-echo
DeArmond 1800 Wa-Wa combination volume,/items/dearmond-1800-wa-wa-combination-volume
DeArmond Tremolo Control,/items/dearmond-tremolo-control
Dean Markley Overlord - Classic Tube Overdrive,/items/dean-markley-overlord-classic-tube-overdrive
Death Audio Interstellar Overdriver Deluxe,/items/death-audio-interstellar-overdriver-deluxe
Death By Audio Armageddon,/items/death-by-audio-armageddon
Death By Audio Fuzz War Overload,/items/death-by-audio-fuzz-war-overload
Death By Audio Harmonic Transformer Pedal,/items/death-by-audio-harmonic-transformer-pedal
Death By Audio Interstellar Overdrive Deluxe,/items/death-by-audio-interstellar-overdrive-deluxe
Death By Audio Interstellar Overdriver,/items/death-by-audio-interstellar-overdriver
Death By Audio Octave Clang,/items/death-by-audio-octave-clang
Death By Audio Reverberation Machine,/items/death-by-audio-reverberation-machine
Death By Audio Robot,/items/death-by-audio-robot
Death By Audio Soundwave Breakdown,/items/death-by-audio-soundwave-breakdown
Death By Audio Supersonic Fuzz Gun Pedal,/items/death-by-audio-supersonic-fuzz-gun-pedal
Death By Audio Total Sonic Annihilation,/items/death-by-audio-total-sonic-annihilation
Death by Audio Apocalypse Pedal,/items/death-by-audio-apocalypse-pedal
Death by Audio Echo Dream 2,/items/death-by-audio-echo-dream-2
Death by Audio Fuzz War,/items/death-by-audio-fuzz-war
Death by Audio Interstellar Overdriver Supreme,/items/death-by-audio-interstellar-overdriver-supreme
Death by Audio Sunshine Reverb,/items/death-by-audio-sunshine-reverb
Decibel Eleven DB11 Loop Expander,/items/decibel-eleven-db11-loop-expander
Decibel Eleven Dirt Clod Analogue Distortion Pedal,/items/decibel-eleven-dirt-clod-analogue-distortion-pedal
Decibel Eleven Hot Stone HC Isolated DC Power Supply,/items/decibel-eleven-hot-stone-hc-isolated-dc-power-supply
Dedado Mod - Modulo Lunar Phaser,/items/dedado-mod-modulo-lunar-phaser
Dedalo FUGU - Dual Analog Chours (FUG-2) - Effect Pedal,/items/dedalo-fugu-dual-analog-chours-fug-2-effect-pedal
Dedalo KAMIKAZE - Distortion (KAM-4) - Effect Pedal,/items/dedalo-kamikaze-distortion-kam-4-effect-pedal
Dedalo MAQUINA DEL TIEMPO  Tap Tempo Delay - MDT6,/items/dedalo-maquina-del-tiempo-tap-tempo-delay-mdt6
Dedalo MAQUINA DEL TIEMPO - Tape Delay (MDT-5) - Effect Pedal,/items/dedalo-maquina-del-tiempo-tape-delay-mdt-5-effect-pedal
Dedalo MODULO LUNAR - Phaser (MOD-5) - Effect Pedal,/items/dedalo-modulo-lunar-phaser-mod-5-effect-pedal
Dedalo Máquina Del Tiempo Delay,/items/dedalo-maquina-del-tiempo-delay
Dedalo REVOLVER - Overdrive Booster (RVO-3),/items/dedalo-revolver-overdrive-booster-rvo-3
Dedalo TRES (TRS-5) Tremolo,/items/dedalo-tres-trs-5-tremolo
Dedalo TRES - Tremolo (TRS-4),/items/dedalo-tres-tremolo-trs-4
Deeflexx System,/items/deeflexx-system
Deep Throat Wah,/items/deep-throat-wah
Deep Trip BOG Fuzz,/items/deep-trip-bog-fuzz
Deep Trip Hellbender,/items/deep-trip-hellbender
Delta Lab Chromatic Tuner C-40,/items/delta-lab-chromatic-tuner-c-40
Deltalab DD1 Digital Delay,/items/deltalab-dd1-digital-delay
Demeter Comp-1 Compulator,/items/demeter-comp-1-compulator
Demeter FUZ-1 Fuzzulator Pedal,/items/demeter-fuz-1-fuzzulator-pedal
Demeter MB-2B Midboost/Fat Control Pedal,/items/demeter-mb-2b-midboost-fat-control-pedal
Demeter TRM-1 Tremulator Tremolo Pedal,/items/demeter-trm-1-tremulator-tremolo-pedal
Devi Ever Destructo Noctavia,/items/devi-ever-destructo-noctavia
Devi Ever Godzilla,/items/devi-ever-godzilla
Devi Ever Never Drive Fuzz Guitar Effects Pedal,/items/devi-ever-never-drive-fuzz-guitar-effects-pedal
Devi Ever Rocket Fuzz,/items/devi-ever-rocket-fuzz
Devi Ever Shoe Gazer,/items/devi-ever-shoe-gazer
Devi Ever Soda Meiser,/items/devi-ever-soda-meiser
Devi Ever Super Soda Meiser,/items/devi-ever-super-soda-meiser
Devi Ever Torn's Peaker,/items/devi-ever-torn-s-peaker
DiMarzio Jumper Cable EP17J06RR Patch Cables,/items/dimarzio-jumper-cable-ep17j06rr-patch-cables
Diago Commuter,/items/diago-commuter
Diago PB02 Gigman Pedal Board,/items/diago-pb02-gigman-pedal-board
Diago Powerstation,/items/diago-powerstation
Diago Tourman Pedalboard,/items/diago-tourman-pedalboard
Diamond CTP1 Counter Point Delay,/items/diamond-ctp1-counter-point-delay
Diamond Fireburst Fuzz,/items/diamond-fireburst-fuzz
Diamond Halo Chorus Pedal,/items/diamond-halo-chorus-pedal
Diamond J-Drive MK3 Guitar Effects Pedal,/items/diamond-j-drive-mk3-guitar-effects-pedal
Diamond Memory Lane,/items/diamond-memory-lane
Diamond Memory Lane 2,/items/diamond-memory-lane-2
